date,date,close_sp500,close_vix,polarity_x_strong,y,ret_lag1,ret_roll5,vix_lag1,vix_chg1,polarity_x_strong_lag1,polarity_x_strong_roll3
2007-05-10,2007-05-10,1491.469970703125,13.600000381469728,0.0,-0.007268448165150931,0.010825516579239025,0.007889064586688522,-0.031088088022090843,0.03896105599212012,0.9999947981432342,0.6660309359582849
2007-05-22,2007-05-22,1524.1199951171875,13.0600004196167,0.9998026616844982,0.021891171163620715,-0.007268448165150931,0.003151447673126273,0.038961055992120075,-0.039705878434296946,0.0,0.3333315993810781
2007-05-30,2007-05-30,1530.22998046875,12.829999923706056,0.9179654493927956,0.004008861094360716,0.021891171163620715,0.007202776579950609,-0.03970587843429696,-0.017611063439567108,0.9998026616844982,0.6665991532759108
2007-07-13,2007-07-13,1552.5,15.149999618530272,0.0,0.014553380743741684,0.004008861094360716,0.006421659376152866,-0.017611063439567087,0.1808261659095991,0.9179654493927956,0.6392560370257646
2007-07-18,2007-07-18,1546.1700439453125,16.0,0.0,-0.004077266379830968,0.014553380743741684,0.008802096283162242,0.1808261659095991,0.056105637153289145,0.0,0.6392560370257646
2007-07-20,2007-07-20,1534.0999755859375,16.950000762939453,0.9997987903261674,-0.007806430092628269,-0.004077266379830968,0.005821539691348243,0.05610563715328909,0.05937504768371582,0.0,0.30598848313093185
2007-07-25,2007-07-25,1518.0899658203125,18.100000381469727,0.4992201441054931,-0.01043609283645941,-0.007806430092628269,0.005713943305852775,0.05937504768371582,0.0678465821101734,0.9997987903261674,0.3332662634420558
2007-07-31,2007-07-31,1455.27001953125,23.520000457763672,0.0,-0.04138091134481425,-0.01043609283645941,-0.0007515094941632494,0.06784658211017347,0.2994475117162312,0.4992201441054931,0.49967297814388684
2007-08-06,2007-08-06,1467.6700439453125,22.940000534057617,0.989185057580471,0.008520772260570908,-0.04138091134481425,-0.009829463981998243,0.2994475117162312,-0.024659860221839563,0.0,0.49967297814388684
2007-08-09,2007-08-09,1453.0899658203125,26.479999542236328,0.0,-0.009934166187521742,0.008520772260570908,-0.011035985678632398,-0.024659860221839525,0.15431555910049308,0.989185057580471,0.4961350672286547
2007-08-16,2007-08-16,1411.27001953125,30.82999992370605,0.9995983224653172,-0.028780011749275247,-0.009934166187521742,-0.012207365640170553,0.154315559100493,0.16427494171710058,0.0,0.3297283525268237
2007-08-27,2007-08-27,1466.7900390625,22.71999931335449,0.8520578816533089,0.03934046551183079,-0.028780011749275247,-0.01640208197149995,0.16427494171710055,-0.26305548590402544,0.9995983224653172,0.6629277933485961
2007-08-28,2007-08-28,1432.3599853515625,26.299999237060547,0.9883751984807532,-0.023473062124790167,0.03934046551183079,-0.006446770301841908,-0.2630554859040254,0.1575704239393082,0.8520578816533089,0.6172187347062087
2007-09-17,2007-09-17,1476.6500244140625,26.479999542236328,0.0,0.030921025102240263,-0.023473062124790167,-0.0028652004578370916,0.1575704239393083,0.006844118266061943,0.9883751984807532,0.9466771341997932
2007-09-18,2007-09-18,1519.780029296875,20.350000381469727,0.9962264277273788,0.02920800742879237,0.030921025102240263,0.0016148501104967794,0.006844118266061905,-0.23149544058673732,0.0,0.6134776933780207
2007-10-01,2007-10-01,1547.0400390625,17.84000015258789,0.9999682442721678,0.01793681272298131,0.02920800742879237,0.009443284833759603,-0.23149544058673732,-0.12334153227669657,0.9962264277273788,0.6615338754027107
2007-10-08,2007-10-08,1552.5799560546875,17.459999084472656,0.9211753383278848,0.0035809784183380433,0.01793681272298131,0.018786649728210914,-0.12334153227669653,-0.021300508120237375,0.9999682442721678,0.6653982239998489
2007-10-11,2007-10-11,1554.4100341796875,18.8799991607666,0.9996347794512984,0.001178733576884916,0.0035809784183380433,0.011634752309512364,-0.021300508120237427,0.08132876006601655,0.9211753383278848,0.9724566701091438
2007-10-17,2007-10-17,1541.239990234375,18.540000915527344,0.9983804380142374,-0.008472696171356597,0.001178733576884916,0.016565111449847382,0.08132876006601664,-0.01800838243392446,0.9996347794512984,0.9735927873504503
2007-10-18,2007-10-18,1540.0799560546875,18.5,0.9320924021303654,-0.0007526629123547623,-0.008472696171356597,0.008686367195128008,-0.01800838243392444,-0.002157546577780521,0.9983804380142374,0.9730635185978068
2007-10-19,2007-10-19,1500.6300048828125,22.959999084472656,0.9998319473597804,-0.025615521464831148,-0.0007526629123547623,0.002694233126898582,-0.002157546577780556,0.24108103159311656,0.9320924021303654,0.9767025398653004
2007-10-24,2007-10-24,1515.8800048828125,20.799999237060547,0.0,0.010162398426246888,-0.025615521464831148,-0.00601623371066391,0.24108103159311645,-0.09407665215774638,0.9998319473597804,0.976768262501461
